station,angle,angle_1,angle_2,str,fromto,dist
552280-99999,2003-9-28,285.637174205,283.027655584,289.343805911,4,True,47.9409353529
552280-99999,2003-9-28,301.242512022,291.838809596,310.192672159,6,True,75.7315713062
552280-99999,2003-9-28,348.256780136,255.382220555,260.279038572,4,False,63.5795781608
552280-99999,2003-5-26,301.166875561,298.332424884,303.627825762,4,True,86.4317230582
552280-99999,2003-6-10,257.921903431,251.962860287,266.524938512,6,True,50.9652610482
552280-99999,2003-6-10,298.035747324,274.126516599,318.092005989,4,False,50.7771272117
552280-99999,2003-4-6,299.760385352,296.832587875,304.14580392,4,True,76.5850513054
552280-99999,2003-4-6,272.580079106,249.023813469,288.898428735,12,True,51.3822684674
552280-99999,2003-1-21,270.825460603,255.357935098,285.745850714,16,True,57.7542709145
552280-99999,2003-1-21,26.6243703108,289.343805911,303.627825762,4,True,61.2257177939
552280-99999,2003-10-28,299.051106065,272.561447652,334.563627499,4,True,35.3533953184
552280-99999,2003-1-31,273.152085333,249.023813469,293.79512484,14,True,34.7773098459
552280-99999,2003-3-12,258.103091661,245.481067143,270.631785114,6,True,33.9734628148
552280-99999,2003-3-12,302.758549263,296.832587875,316.905765135,7,True,82.6878215028
552280-99999,2003-3-17,288.460446707,252.294690132,316.905765135,17,True,65.1828296557
552280-99999,2003-7-30,340.940645556,265.317752248,274.384113853,5,True,69.3080015064
552280-99999,2003-2-25,257.829964538,249.023813469,264.994085442,12,True,49.4009260826
552280-99999,2003-2-25,284.432249829,270.631785114,293.79512484,5,True,31.455482469
552280-99999,2003-2-25,300.923128386,299.122139369,304.645907466,4,False,61.5605047012
552280-99999,2003-2-20,304.977799616,300.048505932,310.192672159,4,True,82.4768751351
552280-99999,2003-2-20,260.686277253,249.023813469,270.631785114,13,True,44.5535647123
552280-99999,2003-11-17,252.688797079,245.481067143,260.892372606,4,True,37.4200159675
552280-99999,2003-11-17,282.472452158,274.384113853,288.898428735,5,True,61.9915232414
552280-99999,2003-11-17,296.133264536,291.838809596,300.048505932,6,True,62.3824725827
552280-99999,2003-7-10,261.630391798,255.357935098,266.304860467,5,True,54.7545582482
552280-99999,2003-7-10,293.150707227,283.027655584,299.875960776,4,True,52.693585936
552280-99999,2003-2-5,272.800057246,252.294690132,293.79512484,9,True,33.6536291143
552280-99999,2003-7-15,271.22105492,255.357935098,283.027655584,9,True,53.8646271498
552280-99999,2003-10-23,297.109646034,272.561447652,334.563627499,5,True,35.4247578651
552280-99999,2003-1-6,264.496359969,249.023813469,282.817274101,4,True,33.6033252196
552280-99999,2003-4-26,303.352932781,299.73072473,307.225883902,8,True,53.836763996
552280-99999,2003-4-26,266.765919776,260.892372606,270.786417208,5,True,34.4537349861
552280-99999,2003-4-26,287.326994969,283.027655584,289.343805911,5,True,59.0710118356
552280-99999,2003-11-7,60.3403897985,307.225883902,1.48004180361,4,True,25.0300049059
552280-99999,2003-11-7,276.864598899,270.631785114,291.838809596,4,True,44.8505874959
552280-99999,2003-9-18,297.561947395,285.745850714,304.645907466,7,True,64.839225851
552280-99999,2003-4-21,302.198847501,296.832587875,307.225883902,10,True,61.05347795
552280-99999,2003-4-21,269.094996873,260.892372606,280.919930333,7,True,51.2953071152
552280-99999,2003-4-21,287.326994969,283.027655584,289.343805911,5,True,59.0710118356
552280-99999,2003-11-2,303.279468722,272.561447652,334.563627499,4,True,53.7904838775
552280-99999,2003-5-31,262.385314113,260.279038572,264.723158977,4,False,62.5439165313
552280-99999,2003-6-5,297.037168333,274.126516599,318.092005989,7,False,56.0211867837
552280-99999,2003-9-13,64.2882646342,307.225883902,23.8408586288,5,True,21.8254094606
552280-99999,2003-9-13,296.852880159,285.745850714,304.645907466,8,True,60.4496285475
552280-99999,2003-9-13,270.603758724,260.892372606,284.431384613,4,False,43.9242680889
552280-99999,2003-6-15,256.826874994,251.962860287,260.892372606,6,True,53.8549990757
552280-99999,2003-6-15,272.964623828,270.786417208,274.384113853,4,True,61.5175258128
552280-99999,2003-6-15,11.9575057338,288.678076447,316.905765135,5,False,73.2222821728
552280-99999,2003-4-1,283.593489025,270.631785114,298.332424884,7,True,62.0451844143
552280-99999,2003-9-3,294.373843187,291.889409507,296.777796616,4,True,54.5417617373
552280-99999,2003-5-6,265.705775907,260.892372606,270.631785114,4,True,30.1206434303
552280-99999,2003-5-6,301.041396628,299.73072473,304.510395074,4,False,60.4880153176
552280-99999,2003-5-1,266.689076558,260.892372606,270.786417208,6,True,34.9111961676
552280-99999,2003-5-1,292.845345891,287.283475897,299.875960776,9,True,56.750772344
552280-99999,2003-11-22,252.688797079,245.481067143,260.892372606,4,True,37.4200159675
552280-99999,2003-7-20,303.178800884,299.122139369,307.225883902,5,True,64.9727327816
552280-99999,2003-7-20,268.240246382,251.050437924,283.027655584,10,True,58.7890390782
552280-99999,2003-7-20,288.861302346,285.745850714,291.838809596,4,False,58.1104800021
552280-99999,2003-3-7,254.385742322,245.481067143,264.994085442,6,True,34.5894370256
552280-99999,2003-3-7,301.348257203,291.889409507,316.905765135,9,True,66.5305836963
552280-99999,2003-9-8,64.2882646342,307.225883902,23.8408586288,5,True,21.8254094606
552280-99999,2003-9-8,295.218793035,285.745850714,303.627825762,7,True,58.5584269467
552280-99999,2003-1-26,284.926525438,260.892372606,318.092005989,19,True,44.3893868974
552280-99999,2003-6-25,252.761413668,245.481067143,259.954767891,5,True,49.5706310378
552280-99999,2003-3-2,257.154589631,245.481067143,264.994085442,11,True,47.9058583683
552280-99999,2003-3-2,307.860393342,303.627825762,316.905765135,4,True,65.4074130866
552280-99999,2003-3-27,346.692902967,288.678076447,304.14580392,7,False,46.1922106208
552280-99999,2003-10-8,275.085960487,266.524938512,289.343805911,6,True,46.3527588644
552280-99999,2003-10-8,327.269882825,251.088460724,262.55793746,5,False,54.6042075813
552280-99999,2003-2-15,301.910518332,291.889409507,310.192672159,6,True,70.1891898787
552280-99999,2003-2-15,268.585528134,249.023813469,289.343805911,10,True,31.3896879279
552280-99999,2003-4-11,301.060723283,296.832587875,306.262075007,5,True,66.0024870339
552280-99999,2003-4-11,277.088669788,260.892372606,288.898428735,10,True,55.867901033
552280-99999,2003-2-10,269.225476536,252.294690132,289.343805911,8,True,31.7187051313
552280-99999,2003-8-9,262.269457947,252.294690132,266.471303966,4,True,50.0114156759
552280-99999,2003-8-9,299.880030675,296.832587875,302.976526869,4,True,73.2397061593
552280-99999,2003-8-9,290.298160187,282.817274101,294.169998082,7,False,49.9902210062
552280-99999,2003-6-20,254.686594379,245.481067143,260.892372606,8,True,50.7367253475
552280-99999,2003-6-20,272.964623828,270.786417208,274.384113853,4,True,61.5175258128
552280-99999,2003-6-20,305.313404612,295.033041785,316.905765135,4,False,82.3310836336
552280-99999,2003-8-4,298.004175653,290.500755567,302.976526869,5,True,67.6150159555
552280-99999,2003-8-4,281.756323423,272.561447652,288.678076447,5,False,59.5893439771
552280-99999,2003-1-11,276.013967356,249.023813469,293.79512484,6,True,36.3075285603
552280-99999,2003-10-3,277.99186933,266.524938512,289.343805911,5,True,48.8578911464
552280-99999,2003-3-22,256.15239274,251.962860287,264.994085442,4,True,36.0856892728
552280-99999,2003-3-22,283.795449233,270.631785114,288.898428735,6,True,64.191069777
552280-99999,2003-3-22,356.362040721,289.343805911,304.14580392,6,False,41.177515538
537870-99999,2003-10-13,186.043449444,162.911671518,212.994665438,4,True,19.9367772055
537870-99999,2003-10-13,65.0677945101,58.220183315,72.1930418778,6,False,30.3933904707
537870-99999,2003-8-24,86.5459953953,83.8853595226,89.1927623356,4,False,28.4774040151
537870-99999,2003-8-29,85.974854041,83.6902886241,89.1927623356,5,False,25.6180185051
537870-99999,2003-11-27,211.68013564,192.537746888,232.086905357,8,True,21.2903148075
537870-99999,2003-11-27,307.4461654,269.839473117,340.294508431,10,True,28.3616154338
537870-99999,2003-11-27,20.2797181735,351.099294794,58.220183315,5,False,12.9773438393
537870-99999,2003-11-27,84.6968699213,79.7126286092,89.1927623356,4,False,35.7282587695
537870-99999,2003-11-22,202.464621198,172.569621359,232.086905357,11,True,23.1247941332
537870-99999,2003-11-22,326.696379316,318.055844369,340.294508431,4,True,25.7481033863
537870-99999,2003-11-22,51.1292781989,351.099294794,89.1927623356,11,False,25.8346447838
537870-99999,2003-1-21,214.542320196,189.923370949,249.643893163,11,True,20.4947935866
537870-99999,2003-1-21,295.88301286,269.839473117,318.055844369,4,True,21.4517015287
537870-99999,2003-1-21,67.8202382759,62.8059528157,73.5830540926,6,False,43.2867194007
537870-99999,2003-1-21,96.485646037,79.7126286092,118.301690869,11,False,30.6661036944
537870-99999,2003-1-16,213.871106075,189.923370949,249.643893163,10,True,21.3739371172
537870-99999,2003-1-16,295.88301286,269.839473117,318.055844369,4,True,21.4517015287
537870-99999,2003-1-16,70.0693690006,62.8059528157,77.4782703465,6,False,39.1784266808
537870-99999,2003-1-16,94.8719614669,79.7126286092,117.413485292,9,False,31.3957952408
537870-99999,2003-8-14,72.7479671409,63.6796225409,79.7126286092,5,True,35.2860647482
537870-99999,2003-8-14,85.691284925,83.6902886241,89.1927623356,4,False,23.2492572283
537870-99999,2003-1-31,213.204272271,151.785333219,269.839473117,15,True,17.3286946718
537870-99999,2003-1-31,78.1919037108,63.9834859987,89.1927623356,6,False,35.6621679431
537870-99999,2003-9-23,203.315121478,192.537746888,213.589845924,4,True,25.2480130569
537870-99999,2003-9-23,35.6898170111,323.911170593,351.099294794,6,False,25.2582322139
537870-99999,2003-5-21,345.713859894,337.752026428,353.709609921,4,True,22.8361572643
537870-99999,2003-9-28,203.315121478,192.537746888,213.589845924,4,True,25.2480130569
537870-99999,2003-9-28,40.5540863533,323.911170593,353.709609921,6,False,21.6004653376
537870-99999,2003-5-26,78.6584160188,70.6762723298,87.1091305051,4,True,36.948560883
537870-99999,2003-1-11,208.063620998,189.923370949,232.086905357,6,True,22.7937899664
537870-99999,2003-1-11,56.7327164337,36.1261293157,63.6796225409,5,False,25.4234293169
537870-99999,2003-6-5,100.325239163,70.6762723298,137.234545354,5,True,29.7184707292
537870-99999,2003-6-5,159.939299382,140.972608783,189.923370949,4,False,20.790374486
537870-99999,2003-8-19,308.249659586,302.32846213,318.055844369,4,True,26.1255617232
537870-99999,2003-8-19,148.729619205,138.539129212,169.463609048,4,False,30.1245634153
537870-99999,2003-6-30,175.783339277,169.463609048,183.062396015,4,True,29.6803146288
537870-99999,2003-3-12,83.6754046918,72.1930418778,89.1927623356,5,True,29.9800584775
537870-99999,2003-3-12,110.922116202,93.549457645,137.234545354,5,True,25.302382316
537870-99999,2003-3-12,221.191203958,212.994665438,232.086905357,5,True,18.2201274645
537870-99999,2003-2-5,151.537434244,140.698178282,162.911671518,6,True,20.5582938799
537870-99999,2003-2-5,217.793967184,174.129233162,268.403197912,12,True,16.720880135
537870-99999,2003-2-5,78.9937934826,70.6762723298,87.1091305051,4,False,30.5637009785
537870-99999,2003-3-17,110.922116202,93.549457645,137.234545354,5,True,25.302382316
537870-99999,2003-3-17,221.191203958,212.994665438,232.086905357,5,True,18.2201274645
537870-99999,2003-7-30,167.892737859,140.698178282,189.923370949,4,True,19.5959181058
537870-99999,2003-7-30,78.1828979355,72.1930418778,83.6902886241,4,False,32.8307459132
537870-99999,2003-1-6,211.691671007,194.138227661,232.086905357,5,True,24.1752201977
537870-99999,2003-2-25,352.200125881,295.781442272,63.9834859987,16,True,23.1994219588
537870-99999,2003-2-25,89.3772614447,79.3699908935,110.747905848,5,True,31.9087245089
537870-99999,2003-2-20,340.106824652,295.781442272,36.1261293157,11,True,19.8170138853
537870-99999,2003-2-20,93.6651142771,83.6902886241,110.747905848,5,True,27.8186535495
537870-99999,2003-2-20,169.687402212,151.785333219,189.923370949,4,True,18.1091015687
537870-99999,2003-5-11,328.310477522,302.32846213,353.709609921,7,True,24.8695424765
537870-99999,2003-11-17,203.308873482,183.062396015,225.519057357,7,True,23.8354659366
537870-99999,2003-11-17,323.156038382,308.994674647,340.294508431,5,True,28.8648709355
537870-99999,2003-11-17,53.5774066849,351.099294794,89.7611075264,11,False,28.1121207851
537870-99999,2003-5-16,332.640813421,303.619657199,353.709609921,6,True,24.8472619356
537870-99999,2003-1-1,89.9710265329,83.8853595226,100.809255056,4,True,25.3380663258
537870-99999,2003-1-1,216.080031844,200.80909078,232.086905357,4,True,23.3538662071
537870-99999,2003-7-15,93.2352910347,85.9967292178,104.20221494,4,False,34.474255464
537870-99999,2003-7-10,92.7143830771,85.9967292178,104.20221494,4,False,36.0218503131
537870-99999,2003-4-26,335.601851678,308.994674647,353.709609921,5,True,24.5700319156
537870-99999,2003-4-26,62.3003652033,22.2433735208,100.809255056,9,False,16.8963535091
537870-99999,2003-9-18,205.487380737,194.138227661,213.589845924,5,True,26.4845137813
537870-99999,2003-9-18,60.6862747103,323.911170593,337.752026428,4,False,26.4994856761
537870-99999,2003-9-18,94.7376736936,79.7126286092,110.747905848,4,False,41.3674905839
537870-99999,2003-4-21,94.0911054932,353.709609921,63.6796225409,6,False,11.2600326498
537870-99999,2003-3-27,129.036195888,117.413485292,140.698178282,5,True,25.9776610969
537870-99999,2003-3-27,27.3674239472,351.099294794,62.8059528157,6,False,19.296196661
537870-99999,2003-3-27,84.7324503855,77.4782703465,89.1927623356,5,False,30.415075854
537870-99999,2003-3-27,203.513485895,192.537746888,214.100930237,6,False,27.0017782957
537870-99999,2003-5-31,78.6584160188,70.6762723298,87.1091305051,4,True,36.948560883
537870-99999,2003-12-2,211.68013564,192.537746888,232.086905357,8,True,21.2903148075
537870-99999,2003-12-2,307.4461654,269.839473117,340.294508431,10,True,28.3616154338
537870-99999,2003-12-2,20.2797181735,351.099294794,58.220183315,5,False,12.9773438393
537870-99999,2003-12-2,92.2749875849,79.7126286092,117.413485292,7,False,40.4909333949
537870-99999,2003-9-13,67.2463659641,22.2433735208,89.1927623356,8,False,28.8987990892
537870-99999,2003-4-1,129.036195888,117.413485292,140.698178282,5,True,25.9776610969
537870-99999,2003-4-1,35.7214819934,336.557907951,73.5830540926,10,False,27.2271844861
537870-99999,2003-4-1,85.9075999863,77.4782703465,89.7611075264,5,False,37.2401919835
537870-99999,2003-9-3,85.974854041,83.6902886241,89.1927623356,5,False,25.6180185051
537870-99999,2003-5-6,332.640813421,303.619657199,353.709609921,6,True,24.8472619356
537870-99999,2003-5-6,74.5212538941,62.831694181,83.6902886241,4,True,33.1306795982
537870-99999,2003-5-1,331.727490898,308.994674647,353.709609921,4,True,28.3177015684
537870-99999,2003-5-1,99.4234365694,79.3699908935,118.301690869,8,False,26.9036318381
537870-99999,2003-4-6,128.411974949,117.413485292,140.698178282,4,True,23.6209504921
537870-99999,2003-4-6,41.3055240715,336.557907951,73.5830540926,14,False,27.6218351676
537870-99999,2003-4-6,87.6644828773,77.4782703465,104.20221494,8,False,34.9762950557
537870-99999,2003-7-20,95.4126776512,79.3699908935,118.301690869,5,False,33.3019073573
537870-99999,2003-3-7,81.5088826315,70.6762723298,89.1927623356,6,True,30.2416069077
537870-99999,2003-3-7,223.240338589,214.100930237,232.086905357,4,True,17.9210786209
537870-99999,2003-9-8,74.8886546908,36.1261293157,89.1927623356,7,False,22.6176039821
537870-99999,2003-1-26,230.790892087,140.972608783,318.055844369,16,True,16.4944856473
537870-99999,2003-1-26,77.2209616392,62.8059528157,93.549457645,8,False,39.1240405555
537870-99999,2003-6-25,168.505842472,150.213156146,189.923370949,5,True,25.021798401
537870-99999,2003-3-2,52.8285801807,324.523993868,70.6762723298,11,True,23.2476096675
537870-99999,2003-3-2,99.8298039489,87.1091305051,117.413485292,4,True,26.2254401607
537870-99999,2003-3-2,223.240338589,214.100930237,232.086905357,4,True,17.9210786209
537870-99999,2003-3-2,205.382957451,194.138227661,213.589845924,4,False,25.4362203879
537870-99999,2003-7-5,98.902441383,85.9967292178,118.301690869,4,False,32.4284621328
537870-99999,2003-10-8,14.7492243796,351.099294794,36.1261293157,5,True,10.5150380967
537870-99999,2003-10-8,65.0677945101,58.220183315,72.1930418778,6,False,30.3933904707
537870-99999,2003-2-15,251.98447824,225.519057357,268.403197912,4,True,10.4905981517
537870-99999,2003-2-15,315.663208089,299.855291683,336.557907951,4,True,24.3054113282
537870-99999,2003-4-11,29.7841482702,336.557907951,63.6796225409,10,False,18.4503889228
537870-99999,2003-4-11,82.2283649642,70.6762723298,89.7611075264,9,False,40.5802215123
537870-99999,2003-2-10,156.8884546,150.213156146,162.911671518,4,True,25.6181509091
537870-99999,2003-2-10,251.98447824,225.519057357,268.403197912,4,True,10.4905981517
537870-99999,2003-2-10,99.5605077552,70.6762723298,131.533079644,7,False,28.7395969647
537870-99999,2003-8-9,75.0150532909,70.6762723298,79.7126286092,4,True,42.4505678061
537870-99999,2003-6-20,165.628572994,146.217560279,189.923370949,6,True,26.3919227598
537870-99999,2003-8-4,306.361151682,299.855291683,318.055844369,6,False,26.0163387898
537870-99999,2003-8-4,74.5145811021,63.6796225409,83.6902886241,6,False,28.2500642047
537870-99999,2003-4-16,56.5229684814,323.911170593,63.6796225409,11,False,18.6957882627
537870-99999,2003-4-16,79.8576631145,73.5830540926,85.9967292178,4,False,43.7417523609
537870-99999,2003-10-3,36.7893501243,22.2433735208,58.220183315,4,True,11.5287892944
537870-99999,2003-10-3,345.713859894,337.752026428,353.709609921,4,False,22.8361572643
537870-99999,2003-3-22,123.850347492,105.603837662,140.698178282,5,True,21.0353783917
537870-99999,2003-3-22,223.240338589,214.100930237,232.086905357,4,True,17.9210786209
537870-99999,2003-3-22,44.8489097418,22.2433735208,62.8059528157,4,False,22.8452101143
537870-99999,2003-3-22,83.617372398,77.4782703465,87.1091305051,4,False,30.7931737634
537870-99999,2003-3-22,198.347534803,192.537746888,205.905073882,4,False,27.4748921231
593160-99999,2003-10-13,48.6440930947,29.0789064458,68.6491373217,6,False,42.3522490419
593160-99999,2003-10-13,304.221890399,263.676761407,333.104167659,5,False,9.64191499483
593160-99999,2003-8-29,17.4387284362,6.26062237193,30.4023800085,4,True,35.5152937077
593160-99999,2003-8-29,58.0316907362,54.9898406321,63.4005165903,5,True,57.634582273
593160-99999,2003-8-29,90.0294692227,71.8616794025,100.082755361,5,True,23.3220240009
593160-99999,2003-8-24,96.2858640985,71.8616794025,119.104390557,4,True,22.8933318411
593160-99999,2003-8-24,52.8242491661,45.41421217,68.6491373217,4,False,39.857497361
593160-99999,2003-11-27,20.5668228154,14.9167803239,30.4023800085,6,False,28.2799954946
593160-99999,2003-11-27,71.5540129881,55.8883977127,105.48716287,7,False,26.8728501309
593160-99999,2003-11-27,52.7597758167,338.020832017,343.437814977,5,False,29.8819053324
593160-99999,2003-11-22,81.120883835,344.904752325,358.953057816,4,False,28.7349634691
593160-99999,2003-11-22,16.6575497287,3.68591435883,30.4023800085,6,False,30.8746908502
593160-99999,2003-1-21,36.6306634778,3.68591435883,68.6491373217,15,False,43.0521473773
593160-99999,2003-1-21,314.358172647,291.311760596,333.104167659,4,False,10.3282686942
593160-99999,2003-4-11,314.358172647,291.311760596,333.104167659,4,True,10.3282686942
593160-99999,2003-4-16,327.45331291,291.311760596,351.416011744,8,True,22.2715596018
593160-99999,2003-4-16,55.0458973802,39.0343347578,68.6491373217,4,False,43.8281745938
593160-99999,2003-6-30,12.9524566307,3.68591435883,30.4023800085,7,True,33.7045712208
593160-99999,2003-6-30,338.823754724,321.806063853,353.034231481,5,False,36.9806750809
593160-99999,2003-6-30,65.3527047536,32.4357470599,87.4277034764,4,False,25.4872425683
593160-99999,2003-9-23,31.0489863363,344.904752325,18.0360532338,11,False,31.0510767086
593160-99999,2003-9-23,88.4094634485,68.6491373217,105.48716287,8,False,21.5230016256
593160-99999,2003-9-23,52.7597758167,338.020832017,343.437814977,5,False,29.8819053324
593160-99999,2003-11-12,72.568083342,57.4668103519,89.7811844647,7,True,37.4491342887
593160-99999,2003-11-12,21.927465115,18.6558130597,27.6641371339,4,False,34.18403514
593160-99999,2003-11-12,330.800416826,291.311760596,353.034231481,8,False,18.6427834097
593160-99999,2003-9-28,16.8274418286,338.020832017,18.0360532338,15,False,28.834354905
593160-99999,2003-9-28,88.2135033034,68.6491373217,105.48716287,7,False,19.9511454007
593160-99999,2003-6-10,78.5947323447,57.8047524147,105.48716287,8,True,30.8473120286
593160-99999,2003-6-5,62.6008988062,57.8047524147,70.7731825589,6,True,51.8239198373
593160-99999,2003-6-15,59.3572222033,32.4357470599,94.3270958123,11,True,40.0675234133
593160-99999,2003-10-18,315.08997897,263.676761407,343.437814977,7,False,10.9009543894
593160-99999,2003-2-5,61.638610923,57.8758407975,65.4964774981,4,True,40.147728969
593160-99999,2003-2-5,314.358172647,291.311760596,333.104167659,4,True,10.3282686942
593160-99999,2003-2-5,11.7229084221,4.96498787598,18.0360532338,5,False,31.9191804624
593160-99999,2003-1-31,57.6988064851,49.9692558797,62.2146356419,5,True,43.1803734254
593160-99999,2003-1-31,10.9244404466,4.96498787598,18.0360532338,4,False,31.7159885916
593160-99999,2003-8-14,92.3475574945,71.8616794025,119.104390557,7,True,24.6372891882
593160-99999,2003-8-14,342.701913118,335.195253388,351.416011744,6,False,34.3518816576
593160-99999,2003-7-5,7.3369057279,3.68591435883,14.4360983049,4,True,35.0429743557
593160-99999,2003-7-5,73.0781774423,338.020832017,353.034231481,4,False,43.6675921538
593160-99999,2003-7-5,81.9253080164,32.4357470599,105.48716287,8,False,17.9790718618
593160-99999,2003-3-12,349.507398789,341.082585817,358.953057816,7,True,28.084853412
593160-99999,2003-3-12,26.8319723599,3.68591435883,49.9692558797,11,True,35.6840102681
593160-99999,2003-3-12,94.6244779436,71.8616794025,119.104390557,7,True,19.6181288394
593160-99999,2003-3-12,319.090704521,291.311760596,338.020832017,5,False,16.0779824028
593160-99999,2003-3-17,14.1773630264,341.082585817,49.9692558797,21,True,33.8535805376
593160-99999,2003-3-17,64.7172850204,57.4668103519,71.8616794025,8,True,43.2520680917
593160-99999,2003-1-6,39.6096862343,31.2905197622,45.41421217,4,False,48.2850622854
593160-99999,2003-2-25,104.75035115,94.3270958123,119.104390557,4,True,10.2503041463
593160-99999,2003-2-25,11.1165372321,358.19409919,18.6558130597,5,False,33.0351760584
593160-99999,2003-8-19,93.7253907225,71.8616794025,119.104390557,6,True,24.9823376926
593160-99999,2003-8-19,46.0635214019,31.2905197622,68.6491373217,6,False,36.4108703414
593160-99999,2003-8-19,337.418407514,321.806063853,344.904752325,6,False,25.6540053668
593160-99999,2003-2-20,97.5421747912,68.7094693562,119.104390557,5,True,15.377151929
593160-99999,2003-2-20,23.4077570746,14.9167803239,37.5243458824,6,False,31.2237582011
593160-99999,2003-5-11,86.3677034303,70.7731825589,100.082755361,4,True,27.1857149653
593160-99999,2003-5-11,340.244851067,333.104167659,344.904752325,4,True,24.0206647609
593160-99999,2003-11-17,75.0849621737,62.2146356419,89.7811844647,6,True,35.1076763453
593160-99999,2003-11-17,15.6043197438,3.68591435883,27.6641371339,8,False,32.269137631
593160-99999,2003-11-17,314.358172647,291.311760596,333.104167659,4,False,10.3282686942
593160-99999,2003-10-28,91.4076537068,87.4277034764,94.3270958123,4,True,20.7761430933
593160-99999,2003-10-28,330.989178027,291.311760596,353.034231481,8,False,22.6530218895
593160-99999,2003-5-16,86.3677034303,70.7731825589,100.082755361,4,True,27.1857149653
593160-99999,2003-7-15,89.9824971222,84.0805581265,94.3270958123,4,False,18.2863938337
593160-99999,2003-10-23,90.6013394393,68.7094693562,105.48716287,7,True,18.0185499191
593160-99999,2003-10-23,344.716980258,333.104167659,353.034231481,5,False,31.5045472714
593160-99999,2003-7-10,27.0032124911,18.6558130597,31.2905197622,4,True,36.0188442164
593160-99999,2003-7-10,83.4793597681,57.4668103519,94.3270958123,5,False,24.9286914568
593160-99999,2003-4-26,336.989812279,321.806063853,344.904752325,8,True,27.7129456854
593160-99999,2003-4-26,12.4059516935,351.762619287,30.4023800085,8,False,34.979673099
593160-99999,2003-11-7,71.2814672341,57.4668103519,89.7811844647,6,True,38.006786071
593160-99999,2003-11-7,42.0104972483,32.4357470599,49.9692558797,4,False,43.1766900765
593160-99999,2003-9-18,32.3502796465,344.904752325,12.2613804355,10,False,32.9901572214
593160-99999,2003-9-18,69.1293614574,30.4023800085,105.48716287,12,False,26.7474884667
593160-99999,2003-9-18,336.489369525,321.806063853,343.437814977,9,False,30.682466435
593160-99999,2003-4-21,329.05715575,291.311760596,351.416011744,9,True,24.1891478639
593160-99999,2003-4-21,15.3549991801,4.96498787598,30.4023800085,7,False,33.9968664465
593160-99999,2003-11-2,36.7609268673,18.0360532338,49.9692558797,4,False,31.4356589464
593160-99999,2003-12-2,20.9490247665,14.9167803239,30.4023800085,5,False,26.2099150103
593160-99999,2003-12-2,71.5540129881,55.8883977127,105.48716287,7,False,26.8728501309
593160-99999,2003-12-2,52.7597758167,338.020832017,343.437814977,5,False,29.8819053324
593160-99999,2003-9-13,48.3115355833,45.41421217,54.9898406321,4,True,63.5640644423
593160-99999,2003-4-1,39.6883035868,37.5243458824,42.3782807182,4,False,53.8936295894
593160-99999,2003-9-3,51.1897329991,45.41421217,57.4668103519,6,True,64.5951649691
593160-99999,2003-9-3,341.808982192,335.195253388,349.209713455,4,True,45.6879565376
593160-99999,2003-5-6,82.8360566155,68.7094693562,100.082755361,5,True,28.9254805841
593160-99999,2003-5-6,340.244851067,333.104167659,344.904752325,4,True,24.0206647609
593160-99999,2003-5-1,40.5806176214,32.4357470599,46.9481653734,4,True,32.5168391825
593160-99999,2003-5-1,340.883443849,333.104167659,344.904752325,5,True,22.5165060495
593160-99999,2003-5-1,7.58560800888,351.762619287,20.0230301856,5,False,36.8154567338
593160-99999,2003-4-6,24.0199607428,4.96498787598,37.5243458824,5,False,38.7443750736
593160-99999,2003-4-6,49.8497524953,39.8162529889,62.2146356419,4,False,62.8224470637
593160-99999,2003-3-7,350.911534284,341.887898466,358.953057816,6,True,30.8327898894
593160-99999,2003-3-7,53.3569486606,46.6026512958,60.9674897543,4,True,38.3366058293
593160-99999,2003-3-7,98.4182777004,84.0805581265,119.104390557,6,True,14.893819723
593160-99999,2003-3-7,314.358172647,291.311760596,333.104167659,4,False,10.3282686942
593160-99999,2003-9-8,30.6963651331,353.034231481,56.4254453094,9,True,55.7406218291
593160-99999,2003-9-8,343.799709611,335.195253388,351.762619287,5,True,44.9222291634
593160-99999,2003-1-26,57.654547907,49.9692558797,62.2146356419,4,True,45.5798306302
593160-99999,2003-1-26,10.9244404466,4.96498787598,18.0360532338,4,False,31.7159885916
593160-99999,2003-1-26,40.6141670989,32.4357470599,46.6026512958,4,False,43.3668091687
593160-99999,2003-1-26,323.658848564,291.311760596,343.437814977,6,False,11.5683634214
593160-99999,2003-3-2,355.306126738,341.887898466,12.2613804355,7,True,32.9066130357
593160-99999,2003-3-2,100.235486302,87.4277034764,119.104390557,4,True,15.2581142054
593160-99999,2003-1-11,37.7275784713,30.4023800085,45.41421217,6,False,43.4471514701
593160-99999,2003-10-8,49.9361698543,349.209713455,29.0789064458,8,False,23.26042064
593160-99999,2003-10-8,72.6364437126,54.9898406321,94.3270958123,7,False,35.6876008065
593160-99999,2003-10-8,331.857756319,321.806063853,338.020832017,4,False,28.0379367458
593160-99999,2003-2-15,87.4764288412,68.7094693562,119.104390557,6,True,29.030584486
593160-99999,2003-2-15,17.9079192007,14.9167803239,20.0230301856,4,False,28.7026247095
593160-99999,2003-1-16,44.8195714551,14.9167803239,65.4964774981,15,False,47.3942388708
593160-99999,2003-2-10,86.106295447,68.7094693562,119.104390557,5,True,33.1954730846
593160-99999,2003-8-9,96.9580077188,84.0805581265,119.104390557,5,True,18.394209116
593160-99999,2003-8-9,339.649939104,333.104167659,344.904752325,6,False,32.8914644866
593160-99999,2003-6-20,46.5432515392,39.0343347578,57.8047524147,7,True,59.016663614
