station,angle,angle_1,angle_2,str,fromto,dist
593160-99999,2003-3-27,17.3729438594,343.437814977,60.9674897543,15,True,34.653375982
593160-99999,2003-10-3,349.181230671,321.806063853,18.0360532338,16,False,25.7939019784
593160-99999,2003-10-3,76.9151969954,54.9898406321,105.48716287,8,False,31.2309731027
593160-99999,2003-3-22,16.7505273597,343.437814977,46.9481653734,18,True,34.6089026066
593160-99999,2003-3-22,64.3006411019,57.4668103519,71.8616794025,9,True,41.2983625357
539590-99999,2003-10-13,190.116106049,174.812313742,207.050463154,5,True,23.0968460877
539590-99999,2003-10-13,54.8771749998,40.6160778765,63.9067119379,4,False,36.8354572837
539590-99999,2003-10-13,91.2661233881,79.8198419917,101.172348004,4,False,36.8500494177
539590-99999,2003-10-13,297.722652872,286.456789387,320.280837129,5,False,18.0601499451
539590-99999,2003-8-24,70.8701183938,70.0270520737,72.9053623812,4,False,46.4566839492
539590-99999,2003-7-20,198.440514907,174.812313742,215.772363528,9,True,22.7036643216
539590-99999,2003-7-20,77.0063387963,60.9287542017,97.7532416903,5,False,23.5439282815
539590-99999,2003-11-27,2.92164541708,339.093570632,17.7107061353,4,True,17.3608811094
539590-99999,2003-11-22,27.5071353297,325.192526212,70.4087793667,12,True,26.3482300416
539590-99999,2003-11-22,79.4052064403,74.4813594597,86.8926228923,5,True,40.8881636309
539590-99999,2003-7-25,180.809735835,170.867116706,191.416798931,4,True,19.6472972292
539590-99999,2003-7-25,82.9662661149,73.0925856533,97.7532416903,6,False,29.0310717767
539590-99999,2003-4-11,149.72754693,141.689344843,155.750007736,4,True,20.1107529005
539590-99999,2003-4-11,17.6619652741,342.205848004,57.2236721616,9,False,19.6957272036
539590-99999,2003-4-11,75.9105584578,59.8126621353,101.172348004,15,False,33.6211107893
539590-99999,2003-4-16,153.955460885,141.689344843,170.867116706,5,True,19.1105190569
539590-99999,2003-4-16,31.8885888316,4.11641351839,57.2236721616,6,False,22.5514580025
539590-99999,2003-4-16,90.7825006239,76.2000337417,113.575430483,8,False,34.451235922
539590-99999,2003-1-31,207.339383366,167.81729578,248.373655568,13,True,19.5341434675
539590-99999,2003-1-31,68.7931624896,40.6160778765,87.9999798821,10,False,27.1913065447
539590-99999,2003-9-23,83.5791736139,73.0925856533,97.7532416903,4,False,35.2111951897
539590-99999,2003-9-23,307.575984472,304.082594296,311.599321283,4,False,37.2860070169
539590-99999,2003-5-21,340.213328015,325.192526212,4.11641351839,6,True,28.1425582856
539590-99999,2003-5-21,112.179112448,79.8198419917,148.289731907,4,True,30.972473345
539590-99999,2003-9-28,307.575984472,304.082594296,311.599321283,4,False,37.2860070169
539590-99999,2003-5-26,340.948203938,325.192526212,4.11641351839,5,True,26.5332346937
539590-99999,2003-5-26,68.6705900512,60.9287542017,79.8198419917,4,True,30.6314979249
539590-99999,2003-6-10,51.4012129147,17.7107061353,70.0270520737,6,True,26.30314074
539590-99999,2003-6-10,149.72754693,141.689344843,155.750007736,4,True,20.1107529005
539590-99999,2003-6-15,102.289772294,60.9287542017,155.750007736,12,True,29.4834094956
539590-99999,2003-6-15,209.834450331,179.441970976,229.204529621,4,False,22.6101976286
539590-99999,2003-1-21,208.126126931,167.81729578,248.373655568,11,True,20.1219184664
539590-99999,2003-1-21,57.6428491668,16.4466880346,76.2000337417,8,False,27.5570723217
539590-99999,2003-1-21,88.9393335337,79.6321741161,101.172348004,5,False,35.7709577164
539590-99999,2003-10-18,182.456807813,155.750007736,207.050463154,7,True,21.3106743715
539590-99999,2003-10-18,327.466581134,227.558232314,248.373655568,4,True,20.4183683739
539590-99999,2003-10-18,333.552260421,310.300051705,358.435616867,5,False,19.1763288243
539590-99999,2003-10-18,54.8771749998,40.6160778765,63.9067119379,4,False,36.8354572837
539590-99999,2003-10-18,104.852502857,79.8198419917,141.689344843,5,False,27.4205718552
539590-99999,2003-5-16,323.44339755,287.971070421,4.11641351839,12,True,23.4672726592
539590-99999,2003-5-16,62.4872387235,40.6160778765,79.6321741161,6,False,26.1522113763
539590-99999,2003-3-12,78.4596424371,70.1392797536,90.1069550817,6,True,20.86331689
539590-99999,2003-3-12,207.493298362,141.689344843,248.373655568,12,True,18.560428209
539590-99999,2003-3-17,167.311683491,155.750007736,174.812313742,4,True,22.2460160449
539590-99999,2003-3-17,242.598634363,229.204529621,248.373655568,4,True,17.8159224722
539590-99999,2003-3-17,71.592366607,70.0270520737,74.4813594597,5,False,42.5504476409
539590-99999,2003-7-30,59.456966884,40.6160778765,70.1392797536,6,False,24.299287749
539590-99999,2003-2-25,340.347507098,311.599321283,16.4466880346,8,True,22.0003048926
539590-99999,2003-2-25,84.3420055849,74.4813594597,113.575430483,7,True,27.7883598552
539590-99999,2003-2-25,153.920111046,131.071375801,174.812313742,6,True,21.3885014722
539590-99999,2003-2-25,58.8977059424,40.6160778765,70.1392797536,4,False,23.8545122828
539590-99999,2003-8-19,98.796117586,90.1069550817,107.832843583,4,True,35.671410729
539590-99999,2003-8-19,219.745124417,191.416798931,248.086445234,4,True,17.5803305143
539590-99999,2003-8-19,298.103766464,287.971070421,307.644455701,4,False,21.2611296536
539590-99999,2003-2-20,348.931977388,311.599321283,40.6160778765,9,True,25.4028925618
539590-99999,2003-2-20,90.7836004182,79.6321741161,113.575430483,4,True,25.0804812833
539590-99999,2003-2-20,165.248491045,131.071375801,207.050463154,8,True,18.9357162277
539590-99999,2003-5-11,342.898555806,334.132661326,358.435616867,6,True,23.5994774501
539590-99999,2003-5-11,301.132951976,287.971070421,310.300051705,6,True,24.4257277915
539590-99999,2003-5-11,58.4369101947,40.6160778765,70.1392797536,6,False,23.9984883945
539590-99999,2003-11-17,67.1768451053,59.7679349215,72.9053623812,6,True,42.8977286491
539590-99999,2003-11-17,77.5333523273,74.4813594597,79.8198419917,4,True,36.0344813616
539590-99999,2003-10-28,242.598634363,229.204529621,248.373655568,4,True,17.8159224722
539590-99999,2003-10-28,341.533808348,310.300051705,16.4466880346,5,False,14.6288553073
539590-99999,2003-10-28,120.441478058,101.172348004,141.689344843,4,False,30.80986302
539590-99999,2003-2-5,172.72170314,113.575430483,207.050463154,8,True,18.3599712373
539590-99999,2003-2-5,58.1617598066,40.6160778765,70.1392797536,5,False,26.5172215105
539590-99999,2003-1-1,349.722634929,334.132661326,4.11641351839,4,True,14.4292368899
539590-99999,2003-8-14,92.4394144086,79.6321741161,107.832843583,6,True,33.2320162071
539590-99999,2003-8-14,300.802877428,287.971070421,311.599321283,5,False,26.2803147175
539590-99999,2003-10-23,311.590553954,227.558232314,248.373655568,5,True,18.9073818104
539590-99999,2003-10-23,340.70133169,310.300051705,16.4466880346,6,False,18.2222421302
539590-99999,2003-10-23,54.8771749998,40.6160778765,63.9067119379,4,False,36.8354572837
539590-99999,2003-10-23,113.891148613,87.9999798821,141.689344843,6,False,30.0524784954
539590-99999,2003-1-6,349.722634929,334.132661326,4.11641351839,4,True,14.4292368899
539590-99999,2003-4-26,321.862256458,287.971070421,358.435616867,10,True,19.6667845472
539590-99999,2003-4-26,65.0341591339,57.2236721616,73.0925856533,9,False,37.9901656384
539590-99999,2003-4-26,90.7836004182,79.6321741161,113.575430483,4,False,25.0804812833
539590-99999,2003-7-15,198.440514907,174.812313742,215.772363528,9,True,22.7036643216
539590-99999,2003-7-15,81.7673735434,70.0270520737,107.832843583,7,False,32.9462316239
539590-99999,2003-9-18,66.0668582984,59.8126621353,70.4087793667,4,False,32.390234518
539590-99999,2003-4-21,60.3279470716,57.2236721616,63.9067119379,5,False,36.454930021
539590-99999,2003-4-21,71.6365017887,70.1392797536,73.0925856533,4,False,47.6146594358
539590-99999,2003-4-21,90.7836004182,79.6321741161,113.575430483,4,False,25.0804812833
539590-99999,2003-11-2,242.598634363,229.204529621,248.373655568,4,True,17.8159224722
539590-99999,2003-11-2,341.533808348,310.300051705,16.4466880346,5,False,14.6288553073
539590-99999,2003-5-31,162.890180123,153.181103232,174.812313742,4,False,24.5653211476
539590-99999,2003-6-5,58.8696490224,40.6160778765,70.0270520737,4,True,28.513463633
539590-99999,2003-6-5,149.72754693,141.689344843,155.750007736,4,True,20.1107529005
539590-99999,2003-12-2,65.3065931236,59.8126621353,76.5782442198,4,False,20.1000116306
539590-99999,2003-9-13,153.185341728,137.263219401,170.867116706,5,True,19.0036156874
539590-99999,2003-9-13,66.0668582984,59.8126621353,70.4087793667,4,False,32.390234518
539590-99999,2003-4-1,20.065258825,342.205848004,57.2236721616,8,False,21.1266927373
539590-99999,2003-4-1,74.1336763059,59.8126621353,96.0723236745,15,False,35.1791510258
539590-99999,2003-9-3,126.527248573,113.575430483,141.689344843,4,True,18.4857436133
539590-99999,2003-5-6,342.898555806,334.132661326,358.435616867,6,True,23.5994774501
539590-99999,2003-5-6,79.4052064403,74.4813594597,86.8926228923,5,True,40.8881636309
539590-99999,2003-5-1,341.400112448,320.280837129,358.435616867,5,True,19.4987199617
539590-99999,2003-5-1,80.206499615,74.4813594597,86.8926228923,4,True,35.9837123606
539590-99999,2003-5-1,59.433255855,57.2236721616,60.9287542017,4,False,37.2588547307
539590-99999,2003-4-6,17.6619652741,342.205848004,57.2236721616,9,False,19.6957272036
539590-99999,2003-4-6,75.9105584578,59.8126621353,101.172348004,15,False,33.6211107893
539590-99999,2003-3-7,322.9400916,287.971070421,17.7107061353,8,True,17.9921381223
539590-99999,2003-3-7,74.4491650953,60.9287542017,90.1069550817,8,True,23.4262502893
539590-99999,2003-3-7,203.048124572,137.263219401,248.373655568,14,True,18.372185776
539590-99999,2003-9-8,146.584618034,113.580999564,170.867116706,6,True,19.319007625
539590-99999,2003-3-2,325.060501455,287.971070421,17.7107061353,9,True,16.05218929
539590-99999,2003-3-2,80.1237149738,74.4813594597,90.1069550817,5,True,21.7543358862
539590-99999,2003-3-2,137.069500616,113.575430483,155.750007736,4,True,17.9069784049
539590-99999,2003-3-2,230.988893444,207.050463154,248.373655568,7,True,18.9747018774
539590-99999,2003-3-2,63.6856702037,59.7679349215,70.1392797536,4,False,34.6982840418
539590-99999,2003-3-27,76.893985988,346.984689606,96.0723236745,20,False,29.8357155828
539590-99999,2003-2-15,186.036673133,170.867116706,207.050463154,4,True,17.1642375457
539590-99999,2003-2-15,62.5481802891,55.2179752634,70.1392797536,4,False,28.9515953262
539590-99999,2003-1-16,217.320439433,170.867116706,248.373655568,8,True,20.2669144643
539590-99999,2003-1-16,87.1560859986,79.6321741161,101.172348004,4,False,34.3469029489
539590-99999,2003-2-10,58.1617598066,40.6160778765,70.1392797536,5,False,26.5172215105
539590-99999,2003-8-9,303.548103503,287.971070421,311.599321283,4,False,29.8828487646
539590-99999,2003-6-20,75.6429134587,70.0270520737,79.8198419917,4,True,32.856602723
539590-99999,2003-6-20,117.442272051,96.0723236745,148.289731907,5,True,31.7287736589
539590-99999,2003-6-20,190.552576245,167.81729578,227.558232314,5,False,25.2940163265
539590-99999,2003-8-4,60.0926447489,40.6160778765,70.1392797536,7,False,25.5764225252
539590-99999,2003-10-3,84.1128985205,79.6321741161,90.1069550817,4,False,33.8459867496
539590-99999,2003-3-22,59.9665258846,55.2179752634,63.9067119379,4,True,27.7007455526
539590-99999,2003-3-22,158.033216368,137.263219401,174.812313742,6,True,19.4650334128
539590-99999,2003-3-22,72.4649217757,70.0270520737,76.2000337417,7,False,44.704876596
539590-99999,2003-1-26,207.339383366,167.81729578,248.373655568,13,True,19.5341434675
539590-99999,2003-1-26,70.3015166258,40.6160778765,87.9999798821,9,False,26.0827785585
590070-99999,2003-10-13,285.620316713,261.673018164,316.292837098,9,False,20.6318127587
590070-99999,2003-4-16,21.9211407871,14.9806781553,26.0252633264,4,True,27.350179998
590070-99999,2003-4-16,312.605123117,243.535689475,316.323498841,12,True,24.8688780744
590070-99999,2003-8-24,324.790863023,316.292837098,343.737428585,5,False,23.0926167156
590070-99999,2003-10-18,39.9593625888,24.1544419705,50.7053668853,4,True,38.5730019945
590070-99999,2003-10-18,270.053370411,262.968400592,274.984283337,4,False,20.9349880449
590070-99999,2003-10-18,311.452434814,299.955733696,327.983357784,6,False,19.9712394647
590070-99999,2003-11-27,26.8682814371,20.710499108,37.1195172223,5,True,30.7798757669
590070-99999,2003-11-27,321.030803749,243.535689475,347.073562011,23,True,30.5951594296
590070-99999,2003-8-29,6.86631811395,302.3275606,343.737428585,8,False,26.514911641
590070-99999,2003-11-22,343.745324866,336.613768703,351.499922123,6,True,38.0420911724
590070-99999,2003-11-22,320.65827346,243.535689475,273.49121574,6,True,15.6807732456
590070-99999,2003-11-22,33.617561999,312.034900491,331.714985642,5,True,43.7081089832
590070-99999,2003-11-22,58.2017383253,50.7053668853,66.2333343412,5,False,45.6405132914
590070-99999,2003-7-25,316.420218968,303.230627909,327.983357784,4,True,29.5901632609
590070-99999,2003-7-25,46.3762996817,31.6722697598,63.3404328285,4,False,55.7357105448
590070-99999,2003-4-11,9.84018988023,347.073562011,31.6722697598,11,True,28.4417901411
590070-99999,2003-4-11,287.383113992,223.529619827,322.455335707,20,True,31.2859761453
590070-99999,2003-4-11,338.365591315,331.714985642,343.737428585,6,True,36.3551525434
590070-99999,2003-8-14,104.804467679,351.499922123,31.6722697598,4,True,32.8509241965
590070-99999,2003-8-14,39.9889180061,32.9631210282,49.3410209535,4,False,28.2284322155
590070-99999,2003-8-14,353.127413461,243.535689475,286.692647581,4,False,17.7757600203
590070-99999,2003-6-30,26.3062315563,339.54834384,106.622646042,11,True,30.9157432865
590070-99999,2003-6-30,281.271186563,268.769581977,294.638233356,4,True,26.585700485
590070-99999,2003-9-23,17.9298598721,7.65635888895,24.5643974744,4,True,26.1725280759
590070-99999,2003-9-23,34.908917217,31.1029570721,38.4500735452,4,True,41.6348919767
590070-99999,2003-9-23,306.970514355,243.535689475,286.692647581,9,True,20.1575484672
590070-99999,2003-9-23,3.35903369402,312.034900491,322.431989688,8,False,43.0551635628
590070-99999,2003-5-21,25.1780563325,24.1544419705,26.0252633264,4,True,31.2735431119
590070-99999,2003-5-21,330.549082751,243.535689475,321.947319303,8,True,20.8949913887
590070-99999,2003-5-21,40.8818445233,331.181421296,347.073562011,6,True,42.0731737928
590070-99999,2003-9-28,31.6299713026,14.9806781553,49.3410209535,8,True,34.003048383
590070-99999,2003-9-28,310.968793232,243.535689475,286.692647581,8,True,19.5087222663
590070-99999,2003-9-28,72.4801486592,338.179995268,345.31720817,4,True,34.027385287
590070-99999,2003-9-28,40.1938793516,302.3275606,316.292837098,4,False,19.8798247575
590070-99999,2003-5-26,59.298939722,339.923061948,1.49490386779,5,True,38.9237414611
590070-99999,2003-5-26,6.42842357966,294.638233356,331.181421296,7,False,31.1544705428
590070-99999,2003-6-10,308.047488796,262.968400592,331.714985642,10,False,28.9842431637
590070-99999,2003-9-13,329.199113026,323.705661166,339.54834384,4,True,27.3738740533
590070-99999,2003-6-15,310.150573569,262.968400592,331.714985642,11,False,32.3023657498
590070-99999,2003-1-21,72.9070816953,349.825506512,26.0252633264,6,False,30.102786528
590070-99999,2003-1-21,7.72989629306,294.638233356,345.31720817,8,False,23.3540631877
590070-99999,2003-2-5,87.2212689153,349.825506512,26.0252633264,5,False,29.3854586066
590070-99999,2003-2-5,49.3270350728,44.445628679,52.8161237734,4,False,44.2053420938
590070-99999,2003-2-5,324.234015337,316.292837098,331.714985642,9,False,41.9678985007
590070-99999,2003-1-31,0.623700523979,339.54834384,26.0252633264,8,False,29.5633951867
590070-99999,2003-1-31,58.311004792,50.7053668853,77.6801059161,4,False,47.7626229933
590070-99999,2003-1-31,324.608949581,316.292837098,331.714985642,10,False,38.3567209502
590070-99999,2003-3-17,254.858352457,223.529619827,268.769581977,6,True,17.1301694739
590070-99999,2003-3-17,21.2152482874,343.737428585,52.0424225934,6,False,35.3803881173
590070-99999,2003-7-30,6.99800209918,342.685962612,31.1029570721,9,True,31.6277034636
590070-99999,2003-7-30,318.347255147,303.230627909,327.983357784,6,True,40.3661857458
590070-99999,2003-1-6,268.849017653,262.968400592,274.984283337,4,True,22.9643248516
590070-99999,2003-1-6,338.56629244,336.613768703,339.923061948,4,False,52.8237480428
590070-99999,2003-2-25,253.051397136,223.529619827,273.49121574,4,True,15.7026498623
590070-99999,2003-2-25,3.13961943824,331.56489076,24.5180049699,4,False,29.9224338854
590070-99999,2003-8-19,333.77179637,316.292837098,347.073562011,4,False,18.653367011
590070-99999,2003-2-20,345.304187967,334.269912379,357.892202733,4,True,24.801916474
590070-99999,2003-2-20,253.95560758,223.529619827,277.108057517,4,True,18.3578645906
590070-99999,2003-2-20,322.003230821,316.292837098,325.559089314,4,True,37.843715558
590070-99999,2003-2-20,25.7266073424,1.49490386779,44.445628679,7,False,30.3773501526
590070-99999,2003-2-20,56.1938393214,50.7053668853,63.3404328285,4,False,50.5875621519
590070-99999,2003-5-11,42.7989881554,302.3275606,322.455335707,4,True,29.5850408014
590070-99999,2003-5-11,49.6634783126,331.181421296,342.419144347,5,True,56.3340904355
590070-99999,2003-11-17,305.106238392,243.535689475,294.638233356,10,True,21.3926591373
